Час (UTC),Широта (град.),Довгота (град.),Висота (м),Температура (°C),Точка роси (°C),Відносна вологість (%),Тиск (hPa),Міксинг-співвідношення (g/kg),Потенційна темп. (K),Еквівалентна пот. темп. (K),Віртуальна темп. (K)
2025-05-27 06:05:20,50.450128,30.522936,320.534223706177,15.530833168147161,13.073294813235243,85.29102117436177,975.1050677800124,9.742899975682741,290.76976521524125,325.86098216290424,290.3965121424441
2025-05-27 06:05:25,50.45013,30.522935,325.542570951586,16.353553746145572,13.271927519712797,81.97802635688495,975.131247584816,9.871864004017528,291.5962000824651,327.1730228412421,291.2468969700152
2025-05-27 06:05:30,50.450132,30.522934,330.55091819699504,15.711487702688707,11.6475296456701,76.76768481129953,973.3308266786889,8.875342434307608,291.1033121580162,322.92066845541274,290.42537192055005
2025-05-27 06:05:35,50.450134000000006,30.522933,335.559265442404,15.752598256898818,11.92480561009868,77.98040827051989,973.9290698815837,9.036059523890042,291.0935829271488,323.51211957048656,290.49502831231683
2025-05-27 06:05:40,50.450136,30.522932,340.56761268781304,16.22725830962956,12.932402494873715,80.82742629771997,973.9120877832017,9.664163538592204,291.5732967691484,326.37196383306997,291.0831776903083
2025-05-27 06:05:45,50.450138,30.522931,345.57595993322207,16.630525306715974,13.580507163865374,82.18187123608884,972.6923303653531,10.101354202766093,292.0842940964546,328.5618821943944,291.5661025002999
2025-05-27 06:05:50,50.450140000000005,30.52293,350.5843071786311,16.18099483770765,12.335742023572116,77.95532960913641,970.6016308884149,9.319906939973215,291.8107115226186,325.33414307972754,290.9758829852174
2025-05-27 06:05:55,50.450142,30.522929,355.5926544240401,15.704119743123172,11.506038950498304,76.08863697374568,970.8748008571806,8.814072834745595,291.30630360623746,322.91538171997513,290.4071683056428
2025-05-27 06:06:00,50.450144,30.522928,360.6010016694491,15.93860793916586,13.833591450386225,87.31372353737481,970.460007277848,10.295787964339166,291.5784157882665,328.83102495661996,290.9042088954169
2025-05-27 06:06:05,50.450146000000004,30.522927,365.6093489148581,15.836137649386771,12.666011089816216,81.43880893695615,969.8580897559648,9.534743180700865,291.52678790592137,325.8766311825086,290.6669368986012
2025-05-27 06:06:10,50.450148000000006,30.522926,370.61769616026714,15.153463873899911,10.811177020813776,75.27410766282843,967.5330757946425,8.441028578063287,291.03782466345166,321.27475846728765,289.7879463183056
2025-05-27 06:06:15,50.45015,30.522925,375.62604340567617,14.691889343100414,12.406828194831421,86.17396919674584,967.3858385027902,9.395804697397262,290.5845201887453,324.43807675366423,289.4916381104589
2025-05-27 06:06:20,50.450152,30.522924,380.6343906510852,16.255015431006253,12.106733125888299,76.42779702539328,966.1868304439225,9.221031925912284,292.26618773856256,325.4572802703354,291.0328692919594
2025-05-27 06:06:25,50.450154000000005,30.522923,385.64273789649417,15.57199799481541,11.430231389944439,76.35144556580036,966.4148345755866,8.810381581786412,291.5567418432971,323.1942805402628,290.27368608858336
2025-05-27 06:06:30,50.450156,30.522922,390.6510851419032,15.58409149735163,11.85676929059023,78.47370869318951,965.8714633715788,9.071143765406694,291.6158567340921,324.24551508919126,290.331772054259
2025-05-27 06:06:35,50.450158,30.522921,395.6594323873122,15.198857831167008,10.535257337143635,73.68807494672429,966.3171613458849,8.295847065994257,291.18835529782217,320.8900166751761,289.8080376271621
2025-05-27 06:06:40,50.450160000000004,30.52292,400.66777963272125,15.355762237426756,10.66555607073615,73.58509886039516,964.6141009239232,8.384141403955251,291.4938257515434,321.5417203736428,289.9812748323639
2025-05-27 06:06:45,50.450162000000006,30.522918999999998,405.6761268781303,14.74448173971206,12.698121484694788,87.53956414298763,965.0393366828479,9.603593680982534,290.8395512580394,325.5084641875122,289.5810229313434
2025-05-27 06:06:50,50.450164,30.522918,410.68447412353925,14.891581335747771,11.514050989469254,80.20835449098807,962.3345352111396,8.898195162755696,291.2218323162249,323.23410714823603,289.60504196123344
2025-05-27 06:06:55,50.450166,30.522917,415.6928213689483,15.418445750649722,12.112083279980153,80.65801086861421,962.7062654543661,9.258175525472598,291.7222899495346,325.09417013384694,290.1981323169918
2025-05-27 06:07:00,50.450168000000005,30.522916,420.7011686143573,15.54134712151543,12.134891300997616,80.14485745083452,962.0541007665769,9.278676975382808,291.90310286388257,325.3586624843515,290.3253381123879
2025-05-27 06:07:05,50.45017,30.522915,425.7095158597663,15.904711973846162,11.367063778694147,74.43025355979216,962.2861803309802,8.811259224391012,292.2503488131535,323.92805988411834,290.6083429321584
2025-05-27 06:07:10,50.450172,30.522914,430.71786310517535,14.417168791587812,11.181930042340362,80.90327649545321,962.4343995948242,8.700927221028877,290.73355342192707,322.001093843238,289.0934504057437
2025-05-27 06:07:15,50.450174000000004,30.522913,435.7262103505843,15.496011904701053,12.04757316609196,79.9172785525054,960.4224852995312,9.240582929679416,291.9989825223337,325.32609726253,290.27303892500026
2025-05-27 06:07:20,50.450176000000006,30.522911999999998,440.73455759599335,15.693216717935302,10.736980273324459,72.35306152699047,961.3688305277083,8.453476602750127,292.1161863712219,322.4525102416224,290.33267163631206
2025-05-27 06:07:25,50.450178,30.522911,445.7429048414024,15.315542073481373,13.226310508743756,87.34637503588752,959.0792560471122,10.009426338135404,291.9332463155605,328.2148844093833,290.226840576111
2025-05-27 06:07:30,50.45018,30.52291,450.7512520868114,14.436212843019533,9.728856659556246,73.3381314753671,959.6691325086963,7.909858799657856,290.99217140075575,319.3063212603767,288.9738203081726
2025-05-27 06:07:35,50.450182000000005,30.522909,455.75959933222043,15.28323735762964,12.876013220136752,85.5462688727045,958.2795699944579,9.787547198046932,291.9701996947774,327.40934679788575,290.1553002513448
2025-05-27 06:07:40,50.450184,30.522908,460.7679465776294,14.273662955215917,10.25897788182212,76.79160602273201,958.3387530888806,8.210967955252414,290.9431063144118,320.40042081270684,288.8632791117409
2025-05-27 06:07:45,50.450186,30.522907,465.77629382303843,15.011405781605017,10.122204048111623,72.55296891088928,957.2516223654595,8.144612688437189,291.7845863731826,320.99812929896945,289.5930532371315
2025-05-27 06:07:50,50.450188000000004,30.522906,470.78464106844746,14.809364994441461,10.46747024178936,75.21860897809745,958.4010478883617,8.327052722847627,291.47994918602876,321.3711080711603,289.4220552111928
2025-05-27 06:07:55,50.450190000000006,30.522904999999998,475.7929883138565,15.330605704410365,11.429899270073445,77.5415526851247,957.651876902359,8.891954869614773,292.0728774569768,324.10358469555644,290.0453511856868
2025-05-27 06:08:00,50.450192,30.522904,480.80133555926545,15.252421396683657,11.573183458956688,78.67439340630324,955.1745888297182,9.001503365400055,292.210106780848,324.6811021292716,289.9860151704266
2025-05-27 06:08:05,50.450194,30.522903,485.8096828046745,14.903585461042432,12.363504834354295,84.76383147384429,956.7510535583017,9.474415916616406,291.7190468473642,325.97859486325524,289.71836054075004
2025-05-27 06:08:10,50.450196000000005,30.522902,490.8180300500835,15.068572040799754,11.968385430049873,81.71484768953607,955.0901875955262,9.243852044941931,292.03121043782437,325.42661896312023,289.843764441095
2025-05-27 06:08:15,50.450198,30.522901,495.82637729549253,14.279762225381594,11.357005689582005,82.57873419529164,954.3856530750771,8.879239569703202,291.29343684192503,323.3133729361645,288.9865784335214
2025-05-27 06:08:20,50.4502,30.5229,500.83472454090156,15.085116014830895,10.492151781994648,74.0160722525048,954.409898592251,8.37630675658015,292.10749399238654,322.2187620877579,289.70786692218365
2025-05-27 06:08:25,50.450202000000004,30.522899,505.84307178631053,14.65780328931202,10.75912251410685,77.44833446462869,951.5250295995124,8.55490333813896,291.92707963463664,322.7420798983309,289.3097257309443
2025-05-27 06:08:30,50.450204,30.522898,510.85141903171956,14.935975807645713,10.503675145429229,74.78767118586899,951.2690506656418,8.410885620302933,292.2317198808577,322.5028246651557,289.5640413043579
2025-05-27 06:08:35,50.450206,30.522897,515.8597662771286,14.408667329952786,12.327629562459549,87.30984556715194,951.8165308480131,9.501510348826189,291.64882741835623,326.0661216188579,289.2253347386062
2025-05-27 06:08:40,50.450208,30.522896,520.8681135225376,15.2285674742378,12.126094973679844,81.7230744469532,950.2876035330755,9.389779209402812,292.6148967284721,326.61496000428326,290.03033223139505
2025-05-27 06:08:45,50.450210000000006,30.522895,525.8764607679466,14.595983294903606,10.344524804343513,75.63842348762006,951.50984879119,8.318709903619624,291.8657065966129,321.78822310856293,289.2061252650904
2025-05-27 06:08:50,50.450212,30.522894,530.8848080133556,14.593361326724255,9.803788613356037,72.96283373056585,949.0614768891929,8.040233856710355,292.0781907795899,320.9723595879371,289.1546109153517
2025-05-27 06:08:55,50.450214,30.522893,535.8931552587646,14.511063447556001,9.965484319535285,74.15101930073587,948.017878940999,8.138042952601952,292.0865470609578,321.3588786271491,289.0890722825337
2025-05-27 06:09:00,50.450216000000005,30.522892,540.9015025041737,13.946515173313067,10.64251389003348,80.47079898857189,949.1798087653286,8.509091782243072,291.4112088713256,322.0783115727475,288.58670283807584
2025-05-27 06:09:05,50.450218,30.522891,545.9098497495827,14.822312859171488,10.766414898298894,76.66784458874994,946.8036951128452,8.602384656869726,292.50977947389663,323.547799377059,289.48343450867463
2025-05-27 06:09:10,50.45022,30.52289,550.9181969949917,14.034042305220655,9.663711801991202,74.94525693829955,946.0899933402754,7.989393528194883,291.77200767978667,320.5031932312241,288.5836423659071
2025-05-27 06:09:15,50.450222000000004,30.522889,555.9265442404007,14.472491425087501,10.331823143188895,76.17981503670659,948.1882062490608,8.34107006651571,292.03237659994,322.069990587055,289.0859298308338
2025-05-27 06:09:20,50.450224000000006,30.522888,560.9348914858098,13.233089336980093,9.71764604251863,79.24152785838513,947.3926225856068,8.007573400465558,290.8437865151043,319.6359940253135,287.781961838176
2025-05-27 06:09:25,50.450226,30.522887,565.9432387312188,14.161004677659525,10.085731494262411,76.46320153611887,946.5932789316156,8.217192710827751,291.8566032538236,321.4420723611555,288.75114751262
2025-05-27 06:09:30,50.450228,30.522886,570.9515859766277,14.192805102749901,9.25465921211081,72.16532458021113,945.4004117204241,7.7756692749583385,291.9941912913523,319.9262503096273,288.70571750157075
2025-05-27 06:09:35,50.450230000000005,30.522885,575.9599332220367,13.315444881595965,11.213291045617856,87.08637206725423,944.4815450592075,8.887404410107559,291.1835980291766,323.33605394909347,288.0184647790882
2025-05-27 06:09:40,50.450232,30.522884,580.9682804674458,14.214638348791283,10.32259889881071,77.41404129831798,944.0464676654167,8.372928160777546,292.1360956621648,322.3333011353146,288.83234926722497
2025-05-27 06:09:45,50.450234,30.522883,585.9766277128548,13.559366764714582,10.10548550105364,79.61593676666476,943.3932632646754,8.256484446047077,291.52764820894123,321.2934478380878,288.1533657353242
2025-05-27 06:09:50,50.450236000000004,30.522882,590.9849749582638,14.340647503273198,11.771498777862444,84.5399032267259,942.3701207583766,9.247770228404576,292.4127935458794,325.9561816722437,289.1124224483377
2025-05-27 06:09:55,50.450238000000006,30.522880999999998,595.9933222036728,14.771634072268503,12.3279003566916,85.28815027083351,941.3789019351184,9.608660356380344,292.93931567285756,327.8745227179331,289.6092241988117
2025-05-27 06:10:00,50.45024,30.52288,601.0016694490819,14.202069173922975,10.85960527467298,80.30006285222825,942.5542965441554,8.69619998058618,292.255507971902,323.6935032746621,288.8763805195296
2025-05-27 06:10:05,50.450242,30.522879,606.0100166944909,14.051524587793194,9.233797037632971,72.7270614096692,940.8857427123964,7.8023388578204615,292.25045172576887,320.3218188803055,288.5684391931363
2025-05-27 06:10:10,50.450244000000005,30.522878,611.0183639398999,13.859458138514302,11.264258302054138,84.34074425772823,939.6169757523975,8.964755588901609,292.1677421596418,324.6597254242315,288.57896962130235
2025-05-27 06:10:15,50.450246,30.522877,616.026711185309,14.20841639154456,10.590949897621119,78.84421858408824,938.8287699411011,8.57428881802941,292.5931901814828,323.6029629256724,288.86139176596845
2025-05-27 06:10:20,50.450248,30.522876,621.0350584307179,14.152201669575648,9.460819303449037,73.3662825417826,938.6345037381371,7.943242170220009,292.55326606118444,321.17474670933683,288.69428935755394
2025-05-27 06:10:25,50.450250000000004,30.522875,626.0434056761269,13.766229871292055,9.61922734362221,76.03266382741907,937.9097180066582,8.035629702546458,292.22479273126606,321.20340605930954,288.3226169444188
2025-05-27 06:10:30,50.450252000000006,30.522873999999998,631.0517529215359,13.526973482616082,11.095800500440031,85.2268860527176,937.9600372730542,8.879596505046106,291.9766295776459,324.16178909365004,288.2297747522223
2025-05-27 06:10:35,50.450254,30.522873,636.060100166945,13.40584532464779,9.435188953099352,76.8807608440117,938.2751677738133,7.932464376187314,291.8252244509249,320.4126860066897,287.94243268589156
2025-05-27 06:10:40,50.450256,30.522872,641.068447412354,13.773338163848829,10.796278271937478,82.21856927822648,937.4526540505982,8.706918579649962,292.272774876426,323.8028851862223,288.4472512316852
2025-05-27 06:10:45,50.450258000000005,30.522871,646.076794657763,13.860091150058034,10.486471465957187,80.08634143994189,936.1389677037348,8.53875499331754,292.4784241195375,323.38039022952404,288.5050235479115
2025-05-27 06:10:50,50.45026,30.52287,651.085141903172,13.937626231766398,9.975571495606044,77.00922860818463,935.6978269201696,8.252261476622243,292.5968772551158,322.41453244976566,288.5327907483705
2025-05-27 06:10:55,50.450262,30.522869,656.093489148581,13.979094855267112,9.590236702878784,74.84275614896215,934.549720475624,8.049003838952272,292.74191674391557,321.79985583320126,288.5388677991937
2025-05-27 06:11:00,50.450264000000004,30.522868,661.1018363939901,14.446861977808444,11.181877123771201,80.74777900776691,936.0174722044272,8.949992329965347,293.0872538983001,325.5549358484151,289.16699570019074
2025-05-27 06:11:05,50.450266000000006,30.522866999999998,666.110183639399,14.121006522593923,10.807049477791477,80.44133661121784,933.0492595156405,8.754947731383847,293.0212308529624,324.7750997757499,288.80518253717077
2025-05-27 06:11:10,50.450268,30.522866,671.118530884808,12.931468057670365,10.643098672399653,85.97774096245274,931.9070992983986,8.66934661169641,291.9101232997103,323.3552230842886,287.59435309519307
2025-05-27 06:11:15,50.45027,30.522865,676.126878130217,12.899718149228592,10.738468155267851,86.70546557050042,932.8104624080654,8.716785169480701,291.7968567584131,323.4144471973327,287.57071285317596
2025-05-27 06:11:20,50.450272000000005,30.522864,681.1352253756261,13.296872982220599,8.967882829720407,75.02912657932671,932.0432592331359,7.7355676765898265,292.2707604993298,320.1694343794063,287.79852877695845
2025-05-27 06:11:25,50.450274,30.522863,686.1435726210351,13.675510042673487,11.600760231892933,87.27822189367822,931.6262978676527,9.249508544900612,292.69455080877685,326.3591127103258,288.44383699635495
2025-05-27 06:11:30,50.450276,30.522862,691.1519198664441,12.610105796002427,9.17112668283435,79.56021238047765,931.5535286770643,7.8478632141766,291.6138608619516,319.94401128623366,287.1280955916393
2025-05-27 06:11:35,50.450278000000004,30.522861,696.1602671118532,14.484060811907165,9.840959626609862,73.66335242261033,932.76343376654,8.203255634027641,293.41726193823655,323.0730383479851,289.07337760714216
2025-05-27 06:11:40,50.45028,30.52286,701.1686143572622,13.451600839315649,8.756002714392539,73.22028393605335,931.2956563399832,7.630473054546134,292.49575311318495,320.00373815443385,287.93561337279806
2025-05-27 06:11:45,50.450282,30.522859,706.1769616026712,14.190269360194316,9.821255278485934,74.97830601422562,928.9357513200413,8.226485991320876,293.46248499050904,323.2428560874595,288.78218778758105
